AL, 03, 2020053018,   , BEST,   0, 121N,  911W,  25, 1006, DB,   0,    ,    0,    0,    0,    0, 1010,  300,  80,   0,   0,    ,   0,    ,   0,   0, GENESIS004,  ,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
AL, 03, 2020053100,   , BEST,   0, 127N,  907W,  30, 1005, DB,   0,    ,    0,    0,    0,    0, 1009,  270,  60,   0,   0,    ,   0,    ,   0,   0, GENESIS004,  ,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
AL, 03, 2020053106,   , BEST,   0, 133N,  905W,  35, 1003, DB,  34, NEQ,   30,   40,    0,    0, 1009,  270,  40,   0,   0,    ,   0,    ,   0,   0, GENESIS004,  ,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
AL, 03, 2020053112,   , BEST,   0, 142N,  903W,  35, 1003, DB,  34, NEQ,   30,   40,    0,    0, 1009,  240,  30,   0,   0,    ,   0,    ,   0,   0, GENESIS004,  ,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
AL, 03, 2020053118,   , BEST,   0, 154N,  901W,  25, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  180,  30,   0,   0,    ,   0,    ,   0,   0, GENESIS004,  ,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
AL, 03, 2020060100,   , BEST,   0, 165N,  900W,  20, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  270,  80,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 004, SPAWNINVEST, al742020 to al932020, 
AL, 03, 2020060106,   , BEST,   0, 177N,  900W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,  35,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
AL, 03, 2020060112,   , BEST,   0, 189N,  903W,  25, 1006, LO,   0,    ,    0,    0,    0,    0, 1010,  150,  80,  35,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
AL, 03, 2020060118,   , BEST,   0, 195N,  909W,  25, 1005, TD,   0,    ,    0,    0,    0,    0, 1010,  180,  80,  35,   0,   L,   0,    ,   0,   0,      THREE, M,  0,    ,    0,    0,    0,    0, genesis-num, 004, TRANSITIONED, alA32020 to al032020, DISSIPATED, al032020 to al932020, TRANSITIONED, alB32020 to al032020, 
AL, 03, 2020060200,   , BEST,   0, 196N,  916W,  25, 1004, TD,   0,    ,    0,    0,    0,    0, 1009,  180,  80,  35,   0,   L,   0,    ,   0,   0,      THREE, M,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
AL, 03, 2020060206,   , BEST,   0, 196N,  920W,  30, 1003, TD,  34, NEQ,    0,    0,    0,    0, 1009,  180,  70,  40,   0,   L,   0,    ,   0,   0,      THREE, M,  0,    ,    0,    0,    0,    0, genesis-num, 004, 
