AL, 05, 2020070300,   , BEST,   0, 317N,  761W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  120,  60,   0,   0,    ,   0,    ,   0,   0, GENESIS016,  ,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070306,   , BEST,   0, 310N,  759W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  120,  60,   0,   0,    ,   0,    ,   0,   0, GENESIS016,  ,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070312,   , BEST,   0, 304N,  754W,  20, 1011, LO,   0,    ,    0,    0,    0,    0, 1013,  120,  60,   0,   0,    ,   0,    ,   0,   0, GENESIS016,  ,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070318,   , BEST,   0, 300N,  745W,  25, 1010, LO,   0,    ,    0,    0,    0,    0, 1013,  120,  45,   0,   0,    ,   0,    ,   0,   0, GENESIS016,  ,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070400,   , BEST,   0, 300N,  730W,  30, 1009, LO,   0,    ,    0,    0,    0,    0, 1013,  120,  30,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 016, SPAWNINVEST, al772020 to al972020, 
AL, 05, 2020070406,   , BEST,   0, 304N,  712W,  30, 1009, LO,   0,    ,    0,    0,    0,    0, 1013,  120,  30,   0,   0,   L,   0,    ,   0,   0,     INVEST, M,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070412,   , BEST,   0, 309N,  694W,  30, 1009, TD,   0,    ,    0,    0,    0,    0, 1012,  120,  30,  40,   0,   L,   0,    ,   0,   0,       FIVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 016, TRANSITIONED, alA72020 to al052020, 
AL, 05, 2020070418,   , BEST,   0, 315N,  680W,  30, 1007, TD,   0,    ,    0,    0,    0,    0, 1011,  120,  30,  40,   0,   L,   0,    ,   0,   0,       FIVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070500,   , BEST,   0, 321N,  670W,  30, 1008, TD,   0,    ,    0,    0,    0,    0, 1012,  120,  30,  40,   0,   L,   0,    ,   0,   0,       FIVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070506,   , BEST,   0, 329N,  658W,  30, 1008, TD,   0,    ,    0,    0,    0,    0, 1012,  120,  30,  40,   0,   L,   0,    ,   0,   0,       FIVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070512,   , BEST,   0, 338N,  642W,  30, 1008, TD,   0,    ,    0,    0,    0,    0, 1012,  120,  30,  40,   0,   L,   0,    ,   0,   0,       FIVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070518,   , BEST,   0, 350N,  619W,  30, 1009, TD,   0,    ,    0,    0,    0,    0, 1012,   80,  40,  40,   0,   L,   0,    ,   0,   0,       FIVE, S,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070600,   , BEST,   0, 364N,  585W,  35, 1008, TS,  34, NEQ,    0,   50,    0,    0, 1012,   80,  40,  45,   0,   L,   0,    ,   0,   0,       FIVE, M,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070606,   , BEST,   0, 381N,  553W,  35, 1008, TS,  34, NEQ,    0,   50,    0,    0, 1012,   80,  40,  45,   0,   L,   0,    ,   0,   0,    EDOUARD, M,  0,    ,    0,    0,    0,    0, genesis-num, 016, 
AL, 05, 2020070612,   , BEST,   0, 399N,  517W,  40, 1007, TS,  34, NEQ,    0,   70,   40,    0, 1013,  100,  40,  50,   0,   L,   0,    ,   0,   0,    EDOUARD, M, 12, NEQ,    0,    0,  150,    0, genesis-num, 016, 
AL, 05, 2020070618,   , BEST,   0, 418N,  476W,  40, 1005, TS,  34, NEQ,    0,  110,    0,    0, 1013,  150,  40,  50,   0,   L,   0,    ,   0,   0,    EDOUARD, M, 12, NEQ,    0,    0,  150,    0, genesis-num, 016, 
