AL, 21, 2020091112,   , BEST,   0, 140N,  180W,  20,    0, DB,   0,    ,    0,    0,    0,    0, 1012,  150,  80,   0,   0,    ,   0,    ,   0,   0, GENESIS042,  ,  0,    ,    0,    0,    0,    0, genesis-num, 042, 
AL, 21, 2020091118,   , BEST,   0, 141N,  192W,  20,    0, DB,   0,    ,    0,    0,    0,    0, 1012,  150,  80,   0,   0,    ,   0,    ,   0,   0, GENESIS042,  ,  0,    ,    0,    0,    0,    0, genesis-num, 042, 
AL, 21, 2020091200,   , BEST,   0, 142N,  203W,  20,    0, DB,   0,    ,    0,    0,    0,    0, 1012,  150,  80,   0,   0,    ,   0,    ,   0,   0, GENESIS042,  ,  0,    ,    0,    0,    0,    0, genesis-num, 042, 
AL, 21, 2020091206,   , BEST,   0, 146N,  218W,  25,    0, DB,   0,    ,    0,    0,    0,    0, 1012,  150,  80,   0,   0,    ,   0,    ,   0,   0, GENESIS042,  ,  0,    ,    0,    0,    0,    0, genesis-num, 042, 
AL, 21, 2020091212,   , BEST,   0, 149N,  230W,  25, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  120,  80,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 042, SPAWNINVEST, al772020 to al972020, 
AL, 21, 2020091218,   , BEST,   0, 153N,  240W,  25, 1009, DB,   0,    ,    0,    0,    0,    0, 1010,  120,  80,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 042, 
AL, 21, 2020091300,   , BEST,   0, 157N,  251W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  120, 100,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 042, 
AL, 21, 2020091306,   , BEST,   0, 161N,  260W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 042, 
AL, 21, 2020091312,   , BEST,   0, 166N,  269W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 042, 
AL, 21, 2020091318,   , BEST,   0, 170N,  280W,  25, 1009, LO,   0,    ,    0,    0,    0,    0, 1012,  120,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 042, 
AL, 21, 2020091400,   , BEST,   0, 175N,  284W,  30, 1009, TD,   0,    ,    0,    0,    0,    0, 1012,  120,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 042, 
AL, 21, 2020091406,   , BEST,   0, 180N,  282W,  30, 1009, TD,   0,    ,    0,    0,    0,    0, 1012,  120,  60,  40,   0,   L,   0,    ,   0,   0, TWENTY-ONE, M,  0,    ,    0,    0,    0,    0, genesis-num, 042, TRANSITIONED, alC72020 to al212020, DISSIPATED, al212020 to al972020, TRANSITIONED, alD72020 to al212020, 
AL, 21, 2020091412,   , BEST,   0, 186N,  284W,  40, 1002, TS,  34, NEQ,   90,   70,    0,    0, 1012,  120,  60,  50,   0,   L,   0,    ,   0,   0,      VICKY, S,  0,    ,    0,    0,    0,    0, genesis-num, 042, 
