Date,Observed,Climatology
5-Apr-2021,0.8,6.5
6-Apr-2021,0.8,6.6
7-Apr-2021,,6.7
8-Apr-2021,,6.9
9-Apr-2021,,7.1
10-Apr-2021,,7.3
11-Apr-2021,,7.5
12-Apr-2021,,7.7
13-Apr-2021,,8.0
14-Apr-2021,,8.3
15-Apr-2021,,8.6
16-Apr-2021,,9.0
17-Apr-2021,,9.5
18-Apr-2021,,9.9
19-Apr-2021,,10.5
20-Apr-2021,,11.0
21-Apr-2021,,11.5
22-Apr-2021,,12.0
23-Apr-2021,,12.3
24-Apr-2021,,12.5
25-Apr-2021,,12.8
26-Apr-2021,,13.0
27-Apr-2021,,13.2
28-Apr-2021,,13.3
29-Apr-2021,,13.5
30-Apr-2021,,13.6
1-May-2021,,13.8
2-May-2021,,13.9
3-May-2021,,13.9
4-May-2021,,14.0
5-May-2021,,14.1
6-May-2021,,14.3
7-May-2021,,14.5
8-May-2021,,14.7
9-May-2021,,14.9
10-May-2021,,15.4
11-May-2021,,16.0
12-May-2021,,16.6
13-May-2021,,17.0
14-May-2021,,17.5
15-May-2021,,18.2
16-May-2021,,18.9
17-May-2021,,19.7
18-May-2021,,20.4
19-May-2021,,21.0
20-May-2021,,22.0
21-May-2021,,22.9
22-May-2021,,23.5
23-May-2021,,23.8
24-May-2021,,24.1
25-May-2021,,24.5
26-May-2021,,24.7
27-May-2021,,24.8
28-May-2021,,24.9
29-May-2021,,25.0
30-May-2021,,25.3
31-May-2021,,25.6
1-Jun-2021,,25.9
2-Jun-2021,,26.2
3-Jun-2021,,26.6
4-Jun-2021,,26.8
5-Jun-2021,,27.2
6-Jun-2021,,27.6
7-Jun-2021,,28.0
8-Jun-2021,,28.3
9-Jun-2021,,28.6
10-Jun-2021,,29.2
11-Jun-2021,,29.7
12-Jun-2021,,30.0
13-Jun-2021,,30.3
14-Jun-2021,,30.6
15-Jun-2021,,30.8
16-Jun-2021,,31.0
17-Jun-2021,,31.4
18-Jun-2021,,31.9
19-Jun-2021,,32.5
20-Jun-2021,,33.0
21-Jun-2021,,33.5
22-Jun-2021,,34.0
23-Jun-2021,,34.6
24-Jun-2021,,35.4
25-Jun-2021,,36.1
26-Jun-2021,,36.8
27-Jun-2021,,37.4
28-Jun-2021,,38.2
29-Jun-2021,,39.0
30-Jun-2021,,39.7
1-Jul-2021,,40.2
2-Jul-2021,,40.6
3-Jul-2021,,41.0
4-Jul-2021,,41.6
5-Jul-2021,,42.4
6-Jul-2021,,43.2
7-Jul-2021,,43.9
8-Jul-2021,,44.7
9-Jul-2021,,45.5
10-Jul-2021,,46.4
11-Jul-2021,,47.4
12-Jul-2021,,48.3
13-Jul-2021,,49.3
14-Jul-2021,,50.2
15-Jul-2021,,51.1
16-Jul-2021,,52.3
17-Jul-2021,,53.6
18-Jul-2021,,54.9
19-Jul-2021,,56.1
20-Jul-2021,,57.1
21-Jul-2021,,58.2
22-Jul-2021,,59.5
23-Jul-2021,,60.8
24-Jul-2021,,62.2
25-Jul-2021,,63.6
26-Jul-2021,,65.0
27-Jul-2021,,66.5
28-Jul-2021,,68.2
29-Jul-2021,,69.8
30-Jul-2021,,71.5
31-Jul-2021,,72.9
1-Aug-2021,,74.0
2-Aug-2021,,74.9
3-Aug-2021,,75.9
4-Aug-2021,,77.0
5-Aug-2021,,78.2
6-Aug-2021,,79.6
7-Aug-2021,,81.3
8-Aug-2021,,83.2
9-Aug-2021,,85.0
10-Aug-2021,,86.6
11-Aug-2021,,88.2
12-Aug-2021,,89.8
13-Aug-2021,,91.4
14-Aug-2021,,93.0
15-Aug-2021,,94.6
16-Aug-2021,,96.3
17-Aug-2021,,98.0
18-Aug-2021,,99.7
19-Aug-2021,,101.3
20-Aug-2021,,103.1
21-Aug-2021,,105.0
22-Aug-2021,,107.4
23-Aug-2021,,109.7
24-Aug-2021,,111.6
25-Aug-2021,,113.4
26-Aug-2021,,115.4
27-Aug-2021,,117.2
28-Aug-2021,,119.2
29-Aug-2021,,121.6
30-Aug-2021,,124.6
31-Aug-2021,,127.8
1-Sep-2021,,130.9
2-Sep-2021,,133.9
3-Sep-2021,,136.1
4-Sep-2021,,137.8
5-Sep-2021,,139.4
6-Sep-2021,,141.2
7-Sep-2021,,143.0
8-Sep-2021,,144.9
9-Sep-2021,,147.0
10-Sep-2021,,149.3
11-Sep-2021,,151.8
12-Sep-2021,,154.4
13-Sep-2021,,156.3
14-Sep-2021,,158.1
15-Sep-2021,,160.1
16-Sep-2021,,162.5
17-Sep-2021,,165.0
18-Sep-2021,,167.2
19-Sep-2021,,169.2
20-Sep-2021,,171.1
21-Sep-2021,,173.0
22-Sep-2021,,175.2
23-Sep-2021,,177.8
24-Sep-2021,,180.3
25-Sep-2021,,182.7
26-Sep-2021,,184.9
27-Sep-2021,,187.2
28-Sep-2021,,189.7
29-Sep-2021,,192.0
30-Sep-2021,,194.3
1-Oct-2021,,196.2
2-Oct-2021,,197.8
3-Oct-2021,,199.3
4-Oct-2021,,200.9
5-Oct-2021,,203.0
6-Oct-2021,,205.3
7-Oct-2021,,207.1
8-Oct-2021,,208.7
9-Oct-2021,,210.3
10-Oct-2021,,211.3
11-Oct-2021,,212.1
12-Oct-2021,,213.1
13-Oct-2021,,214.3
14-Oct-2021,,215.8
15-Oct-2021,,217.4
16-Oct-2021,,219.1
17-Oct-2021,,221.3
18-Oct-2021,,224.0
19-Oct-2021,,226.6
20-Oct-2021,,229.2
21-Oct-2021,,232.0
22-Oct-2021,,234.6
23-Oct-2021,,236.7
24-Oct-2021,,239.1
25-Oct-2021,,241.6
26-Oct-2021,,243.8
27-Oct-2021,,245.6
28-Oct-2021,,247.2
29-Oct-2021,,248.7
30-Oct-2021,,250.3
31-Oct-2021,,251.7
1-Nov-2021,,253.1
2-Nov-2021,,254.6
3-Nov-2021,,256.1
4-Nov-2021,,257.6
5-Nov-2021,,259.4
6-Nov-2021,,261.0
7-Nov-2021,,262.4
8-Nov-2021,,263.3
9-Nov-2021,,263.9
10-Nov-2021,,264.9
11-Nov-2021,,266.1
12-Nov-2021,,267.2
13-Nov-2021,,268.0
14-Nov-2021,,268.5
15-Nov-2021,,269.0
16-Nov-2021,,269.6
17-Nov-2021,,270.3
18-Nov-2021,,271.0
19-Nov-2021,,271.8
20-Nov-2021,,272.9
21-Nov-2021,,274.0
22-Nov-2021,,275.3
23-Nov-2021,,276.7
24-Nov-2021,,278.1
25-Nov-2021,,279.4
26-Nov-2021,,280.9
27-Nov-2021,,282.5
28-Nov-2021,,284.2
29-Nov-2021,,285.8
30-Nov-2021,,287.2
1-Dec-2021,,288.4
2-Dec-2021,,289.4
3-Dec-2021,,290.1
4-Dec-2021,,290.7
5-Dec-2021,,291.2
6-Dec-2021,,291.6
7-Dec-2021,,292.0
8-Dec-2021,,292.6
9-Dec-2021,,293.3
10-Dec-2021,,294.0
11-Dec-2021,,294.4
12-Dec-2021,,294.8
13-Dec-2021,,295.3
14-Dec-2021,,295.7
15-Dec-2021,,296.2
16-Dec-2021,,296.8
17-Dec-2021,,297.4
18-Dec-2021,,298.3
19-Dec-2021,,299.1
20-Dec-2021,,300.0
21-Dec-2021,,300.8
22-Dec-2021,,301.5
23-Dec-2021,,302.1
24-Dec-2021,,302.7
25-Dec-2021,,303.2
26-Dec-2021,,303.7
27-Dec-2021,,304.2
28-Dec-2021,,304.5
29-Dec-2021,,304.7
30-Dec-2021,,304.9
31-Dec-2021,,305.0
