Date,Observed,Climatology
1-Jan-2021,0,0.0
2-Jan-2021,0,0.2
3-Jan-2021,0,0.3
4-Jan-2021,0,0.4
5-Jan-2021,0,0.5
6-Jan-2021,0,0.5
7-Jan-2021,0,0.6
8-Jan-2021,0,0.7
9-Jan-2021,0,0.9
10-Jan-2021,0,1.2
11-Jan-2021,0,1.5
12-Jan-2021,0,1.8
13-Jan-2021,0,2.0
14-Jan-2021,0,2.2
15-Jan-2021,0,2.4
16-Jan-2021,0,2.5
17-Jan-2021,0,2.6
18-Jan-2021,0,2.8
19-Jan-2021,0,2.9
20-Jan-2021,0,2.9
21-Jan-2021,0,2.9
22-Jan-2021,0,2.9
23-Jan-2021,0,2.9
24-Jan-2021,0,2.9
25-Jan-2021,0,2.9
26-Jan-2021,0,2.9
27-Jan-2021,0,2.9
28-Jan-2021,0,2.9
29-Jan-2021,0,3.0
30-Jan-2021,0,3.0
31-Jan-2021,0,3.1
1-Feb-2021,0,3.2
2-Feb-2021,0,3.4
3-Feb-2021,0,3.5
4-Feb-2021,0,3.7
5-Feb-2021,0,3.8
6-Feb-2021,0,3.8
7-Feb-2021,0,3.8
8-Feb-2021,0,3.8
9-Feb-2021,0,3.8
10-Feb-2021,0,3.8
11-Feb-2021,0,3.8
12-Feb-2021,0,3.8
13-Feb-2021,0,3.8
14-Feb-2021,0,3.8
15-Feb-2021,0,3.8
16-Feb-2021,0.1,3.8
17-Feb-2021,0.6,3.8
18-Feb-2021,0.8,3.8
19-Feb-2021,0.8,3.8
20-Feb-2021,0.8,3.8
21-Feb-2021,0.8,3.8
22-Feb-2021,0.8,3.8
23-Feb-2021,0.8,3.8
24-Feb-2021,0.8,3.8
25-Feb-2021,0.8,3.8
26-Feb-2021,0.8,3.8
27-Feb-2021,0.8,3.8
28-Feb-2021,0.8,3.8
29-Feb-2021,0.8,3.8
1-Mar-2021,0.8,3.8
2-Mar-2021,0.8,3.9
3-Mar-2021,0.8,4.0
4-Mar-2021,0.8,4.1
5-Mar-2021,0.8,4.3
6-Mar-2021,0.8,4.6
7-Mar-2021,0.8,4.8
8-Mar-2021,0.8,4.9
9-Mar-2021,0.8,4.9
10-Mar-2021,0.8,4.9
11-Mar-2021,0.8,5.0
12-Mar-2021,0.8,5.0
13-Mar-2021,0.8,5.0
14-Mar-2021,0.8,5.1
15-Mar-2021,0.8,5.2
16-Mar-2021,0.8,5.4
17-Mar-2021,0.8,5.7
18-Mar-2021,0.8,5.8
19-Mar-2021,0.8,5.8
20-Mar-2021,0.8,5.9
21-Mar-2021,0.8,6.0
22-Mar-2021,0.8,6.1
23-Mar-2021,0.8,6.2
24-Mar-2021,0.8,6.3
25-Mar-2021,0.8,6.5
26-Mar-2021,0.8,6.7
27-Mar-2021,0.8,6.8
28-Mar-2021,0.8,6.8
29-Mar-2021,0.8,6.8
30-Mar-2021,0.8,6.9
31-Mar-2021,0.8,6.9
1-Apr-2021,0.8,6.9
2-Apr-2021,0.8,7.0
3-Apr-2021,0.8,7.2
4-Apr-2021,0.8,7.4
5-Apr-2021,0.8,7.5
6-Apr-2021,0.8,7.6
7-Apr-2021,,7.7
8-Apr-2021,,7.9
9-Apr-2021,,8.1
10-Apr-2021,,8.3
11-Apr-2021,,8.5
12-Apr-2021,,8.7
13-Apr-2021,,9.0
14-Apr-2021,,9.3
15-Apr-2021,,9.6
16-Apr-2021,,10.0
17-Apr-2021,,10.5
18-Apr-2021,,11.0
19-Apr-2021,,11.6
20-Apr-2021,,12.1
21-Apr-2021,,12.6
22-Apr-2021,,13.1
23-Apr-2021,,13.5
24-Apr-2021,,13.7
25-Apr-2021,,14.0
26-Apr-2021,,14.2
27-Apr-2021,,14.5
28-Apr-2021,,14.7
29-Apr-2021,,15.3
30-Apr-2021,,15.8
1-May-2021,,16.2
2-May-2021,,16.5
3-May-2021,,16.8
4-May-2021,,17.1
5-May-2021,,17.3
6-May-2021,,17.6
7-May-2021,,17.8
8-May-2021,,18.2
9-May-2021,,18.6
10-May-2021,,19.3
11-May-2021,,20.1
12-May-2021,,20.7
13-May-2021,,21.2
14-May-2021,,21.7
15-May-2021,,22.5
16-May-2021,,23.3
17-May-2021,,24.3
18-May-2021,,25.2
19-May-2021,,26.3
20-May-2021,,27.9
21-May-2021,,29.0
22-May-2021,,29.9
23-May-2021,,30.3
24-May-2021,,30.8
25-May-2021,,31.8
26-May-2021,,32.3
27-May-2021,,32.7
28-May-2021,,33.1
29-May-2021,,33.4
30-May-2021,,34.2
31-May-2021,,34.8
1-Jun-2021,,35.3
2-Jun-2021,,35.8
3-Jun-2021,,36.6
4-Jun-2021,,37.3
5-Jun-2021,,38.2
6-Jun-2021,,39.0
7-Jun-2021,,39.8
8-Jun-2021,,40.4
9-Jun-2021,,40.9
10-Jun-2021,,41.8
11-Jun-2021,,42.4
12-Jun-2021,,43.1
13-Jun-2021,,43.7
14-Jun-2021,,44.3
15-Jun-2021,,45.2
16-Jun-2021,,45.6
17-Jun-2021,,46.3
18-Jun-2021,,47.1
19-Jun-2021,,48.2
20-Jun-2021,,49.2
21-Jun-2021,,50.3
22-Jun-2021,,51.5
23-Jun-2021,,52.7
24-Jun-2021,,54.2
25-Jun-2021,,55.6
26-Jun-2021,,57.1
27-Jun-2021,,58.4
28-Jun-2021,,59.8
29-Jun-2021,,61.3
30-Jun-2021,,62.8
1-Jul-2021,,64.2
2-Jul-2021,,65.4
3-Jul-2021,,66.3
4-Jul-2021,,67.3
5-Jul-2021,,68.4
6-Jul-2021,,69.6
7-Jul-2021,,70.9
8-Jul-2021,,72.4
9-Jul-2021,,74.1
10-Jul-2021,,75.8
11-Jul-2021,,77.8
